Speed_Avg,Brake_Frequency,Brake_Intensity,Throttle_Variance,Energy_Consumption,Range_Est,Label_Driver
33.8,4.1,15.8,7.07,0.165,196.7,1
31.2,23.1,35.9,26.23,0.13,171.0,1
49.3,4.5,0.1,5.6,0.241,144.1,0
14.4,0.0,100.0,30.19,0.117,140.3,2
34.5,4.4,24.0,7.73,0.134,153.6,1
26.7,23.8,44.3,2.31,0.23,143.2,0
2.6,1.4,32.2,18.59,0.147,82.0,0
63.7,0.2,38.4,15.06,0.113,158.6,0
49.0,18.1,43.7,28.17,0.173,67.3,0
69.2,4.1,18.5,8.46,0.13,106.1,1
71.5,0.0,9.5,0.51,0.193,180.9,1
67.6,0.0,19.9,2.37,0.175,208.0,1
66.9,5.6,8.3,0.0,0.208,70.7,0
41.2,9.1,99.9,55.32,0.152,191.4,2
90.6,7.2,0.0,5.14,0.1,155.2,1
42.4,12.7,44.2,17.17,0.133,141.4,0
17.0,13.7,42.8,37.4,0.128,102.7,0
16.5,1.9,15.8,13.59,0.108,165.6,1
43.0,20.3,40.3,19.41,0.207,117.0,0
12.7,15.2,22.5,13.36,0.161,186.0,0
43.3,5.2,53.9,23.75,0.187,119.8,0
104.7,0.0,32.2,6.61,0.196,151.7,1
72.8,1.3,45.2,7.76,0.144,138.8,1
56.7,10.2,44.0,17.9,0.199,179.6,0
45.9,18.5,62.0,0.0,0.192,127.5,0
46.9,7.9,5.9,22.54,0.147,142.2,1
71.7,4.0,5.7,7.56,0.208,157.7,1
41.7,2.9,8.5,9.72,0.184,167.0,1
62.1,3.7,82.0,60.97,0.218,189.6,2
32.7,22.8,45.6,8.8,0.18,225.4,0
8.0,9.6,40.4,23.9,0.146,156.6,0
63.0,3.1,32.1,11.39,0.107,160.5,1
51.2,11.3,36.1,32.13,0.207,180.6,1
39.8,18.6,49.7,17.64,0.064,206.8,0
55.5,1.6,34.0,4.07,0.171,200.7,1
27.7,8.0,22.2,13.1,0.167,159.4,0
65.7,18.4,35.6,10.13,0.187,182.8,0
24.7,32.6,17.1,21.31,0.164,132.7,0
9.2,7.1,3.5,6.62,0.043,75.4,1
18.3,16.9,45.6,0.0,0.177,176.8,0
57.5,0.1,15.1,14.87,0.127,168.4,1
29.6,6.6,36.8,8.35,0.18,193.7,0
43.6,21.4,31.8,10.78,0.177,92.7,0
87.9,0.0,12.0,4.62,0.16,110.9,1
57.6,1.4,30.1,7.05,0.118,138.9,1
72.8,6.0,50.4,23.11,0.118,156.2,0
50.2,6.7,1.2,11.31,0.013,171.2,1
20.4,13.2,18.3,11.65,0.244,182.2,1
39.6,6.4,11.6,3.34,0.138,153.0,0
92.0,0.4,1.3,15.73,0.208,166.6,1
32.3,19.0,47.4,21.93,0.157,99.4,0
9.3,13.8,52.7,19.28,0.135,129.6,0
35.8,10.1,58.3,12.81,0.147,145.1,0
38.3,5.3,22.2,8.62,0.163,89.4,1
87.5,0.4,100.0,57.69,0.046,132.2,2
71.0,2.5,0.0,4.44,0.151,133.3,1
60.2,6.4,83.9,58.25,0.283,104.1,2
75.8,18.4,55.8,24.62,0.155,127.3,0
31.0,9.6,49.8,0.0,0.104,129.7,0
45.4,0.0,88.2,54.19,0.137,107.5,2
30.9,21.6,23.3,32.95,0.142,172.8,0
48.5,8.9,82.2,52.28,0.097,136.2,2
119.1,0.0,35.1,2.69,0.073,116.7,1
64.0,14.4,7.5,8.12,0.209,189.6,0
29.2,14.4,33.6,40.16,0.216,129.0,0
40.3,3.6,22.4,3.93,0.159,151.5,1
46.7,5.7,13.9,0.0,0.178,96.6,1
46.1,1.7,87.7,62.38,0.115,127.4,2
12.6,11.6,17.1,5.64,0.177,126.4,1
56.8,8.8,39.1,20.68,0.176,152.2,0
29.9,5.8,26.8,36.38,0.135,106.8,0
20.8,5.0,83.3,34.68,0.084,97.6,2
27.1,16.0,24.5,19.03,0.166,137.8,0
97.6,1.2,20.9,10.29,0.154,162.5,1
51.1,0.0,6.0,0.0,0.152,145.4,1
52.5,6.4,19.7,24.9,0.153,154.1,0
52.5,1.6,13.3,0.0,0.143,126.4,1
87.7,2.9,9.4,24.47,0.095,211.6,0
49.5,8.4,26.3,20.09,0.183,141.5,1
49.6,9.4,24.0,23.02,0.162,187.6,0
24.8,5.5,28.6,20.79,0.096,248.7,0
31.5,2.6,40.3,20.33,0.089,233.5,0
16.7,12.4,27.4,20.12,0.246,144.4,0
29.6,24.2,31.2,4.32,0.139,197.2,0
67.4,10.0,49.5,13.08,0.098,197.8,0
31.2,8.0,46.1,19.7,0.191,125.7,0
45.3,2.9,16.2,10.36,0.086,211.2,1
85.9,1.0,14.3,1.44,0.146,197.1,1
12.9,18.4,31.4,8.21,0.203,160.5,0
41.5,22.6,32.8,10.3,0.152,88.4,0
69.6,5.9,7.7,14.5,0.119,199.3,1
48.7,4.4,25.0,12.1,0.012,94.5,1
58.8,3.0,29.9,9.29,0.206,231.5,1
25.3,10.4,30.4,20.96,0.174,179.2,0
20.1,15.3,0.2,7.35,0.112,223.6,1
13.9,28.2,35.9,19.81,0.186,139.4,0
36.5,22.1,20.9,17.78,0.252,149.3,0
36.3,0.0,12.2,17.39,0.223,160.7,1
65.5,0.0,15.6,16.58,0.079,174.7,1
35.6,15.3,21.9,17.12,0.116,109.9,0
34.3,17.4,12.4,21.46,0.157,174.4,0
49.9,11.7,14.7,18.88,0.209,216.2,0
25.0,3.7,57.6,27.28,0.123,144.8,0
46.3,8.3,21.1,14.93,0.214,95.3,1
41.3,11.2,49.9,28.07,0.139,181.7,0
73.0,3.5,17.2,10.32,0.103,145.5,1
26.8,12.3,38.9,14.8,0.204,89.0,1
60.1,5.7,46.5,21.31,0.153,142.3,0
19.7,17.5,17.1,28.77,0.164,161.3,0
28.2,22.7,27.7,16.96,0.103,161.7,0
26.5,10.2,44.9,13.88,0.179,186.3,0
52.9,5.6,2.1,16.88,0.16,133.9,1
4.6,8.8,29.4,38.19,0.176,141.3,0
23.8,11.8,20.5,5.5,0.17,193.3,1
24.5,24.7,55.7,19.18,0.066,190.3,0
32.1,10.1,15.3,10.0,0.129,191.1,0
41.5,6.3,34.0,15.0,0.171,149.2,0
73.5,1.9,0.0,17.29,0.251,116.3,1
0.0,14.0,34.1,11.67,0.097,156.9,0
51.1,3.9,12.5,1.43,0.098,133.4,1
60.2,4.4,95.1,67.11,0.217,156.9,2
89.2,8.9,81.9,64.8,0.197,59.4,2
60.4,2.6,34.8,15.44,0.166,145.6,0
15.3,2.3,16.3,10.79,0.124,143.6,1
89.0,0.0,23.7,10.54,0.09,191.0,1
30.4,4.3,12.8,17.35,0.113,104.2,0
25.9,13.3,51.0,45.32,0.162,167.3,0
37.1,6.9,0.0,18.46,0.143,127.5,1
9.8,5.5,29.9,10.71,0.093,159.4,0
34.4,6.2,24.0,8.04,0.138,112.4,1
77.0,6.9,0.0,9.52,0.196,146.6,1
61.4,4.0,3.6,10.07,0.116,57.2,1
46.0,0.5,13.9,7.13,0.121,154.5,1
101.7,12.7,86.5,53.75,0.031,107.7,2
58.5,14.0,43.9,7.81,0.16,120.9,2
75.5,0.0,25.0,8.11,0.084,137.7,1
17.7,8.7,34.3,26.12,0.072,171.5,0
56.6,9.2,20.2,15.66,0.1,203.0,1
28.5,29.2,29.5,27.08,0.139,104.7,0
25.3,14.9,22.1,13.82,0.134,172.0,0
56.3,3.5,13.0,4.2,0.133,127.2,1
11.4,20.5,0.0,25.9,0.231,134.6,0
38.4,0.7,32.8,7.37,0.174,220.2,0
58.6,2.4,30.1,6.78,0.167,182.3,1
73.3,3.6,14.3,6.58,0.132,146.1,1
36.4,15.0,35.9,22.64,0.187,144.4,0
65.5,0.9,28.2,13.88,0.146,150.8,1
62.7,11.8,25.9,6.87,0.122,169.5,1
13.7,9.5,20.6,8.68,0.188,162.3,1
0.0,4.4,49.7,35.3,0.202,140.5,0
36.0,15.6,34.2,19.76,0.301,138.5,0
19.2,14.5,17.7,38.95,0.112,159.6,0
42.3,13.3,81.4,42.09,0.13,95.6,2
32.4,2.9,34.5,62.4,0.173,215.4,0
51.8,2.1,0.0,12.07,0.104,169.3,1
52.4,4.2,14.6,9.16,0.145,161.5,1
14.5,13.4,16.8,23.1,0.054,141.5,0
41.0,24.3,53.7,25.05,0.099,213.1,0
9.4,13.7,8.7,16.91,0.156,174.9,1
61.9,13.0,37.0,11.24,0.168,171.1,0
23.1,7.6,4.6,12.44,0.128,148.6,1
87.8,5.3,21.1,0.06,0.094,139.6,1
67.7,4.4,21.7,14.0,0.169,84.5,1
18.5,18.2,41.2,12.86,0.084,135.2,0
51.4,4.0,29.4,14.41,0.239,144.5,0
99.0,0.0,98.3,28.82,0.161,110.8,2
45.7,10.2,48.0,9.2,0.192,90.6,0
45.5,0.3,23.9,8.62,0.117,169.4,0
13.4,7.9,26.8,22.99,0.2,122.9,1
66.9,7.4,4.4,1.03,0.094,110.9,1
13.7,2.1,18.2,2.79,0.195,142.8,1
42.1,0.4,0.0,11.64,0.213,53.2,1
105.6,8.0,85.1,62.47,0.129,173.8,2
35.6,9.7,34.5,18.58,0.157,130.5,0
52.3,28.2,49.1,26.03,0.173,205.5,0
43.9,5.5,75.9,65.26,0.127,163.5,2
41.5,24.8,14.5,20.71,0.108,174.6,0
25.2,24.7,31.8,17.11,0.163,125.5,0
89.5,0.0,25.9,7.47,0.113,161.4,1
48.5,1.8,90.3,0.0,0.188,155.7,2
51.6,4.5,27.6,31.9,0.074,168.1,0
27.1,14.1,24.5,15.11,0.184,111.8,0
46.8,1.9,12.1,4.19,0.092,185.6,1
38.3,22.8,44.6,13.52,0.28,103.5,0
62.6,5.0,5.5,7.43,0.124,205.0,1
58.4,0.3,4.7,10.13,0.169,218.1,1
9.7,2.6,19.2,11.47,0.197,134.5,1
47.0,9.7,37.8,31.48,0.12,97.9,0
38.4,10.6,16.0,13.82,0.158,203.4,0
25.9,11.1,52.0,16.47,0.232,196.1,0
23.7,16.1,10.2,8.91,0.148,155.2,1
20.7,6.7,99.8,45.34,0.158,133.0,2
78.1,0.0,6.8,6.32,0.09,135.8,1
76.3,1.9,4.3,1.6,0.139,138.5,1
106.7,0.0,90.4,69.33,0.187,154.8,2
56.8,5.6,43.7,28.38,0.168,119.0,0
29.7,11.6,27.4,17.82,0.132,206.7,0
27.1,28.4,35.2,17.32,0.162,72.3,0
78.6,0.3,19.1,9.91,0.163,149.5,1
32.6,11.3,21.9,44.05,0.2,107.6,0
20.6,12.6,2.3,3.62,0.103,168.9,1
41.8,9.5,46.4,34.15,0.138,170.3,0
48.7,0.5,86.6,66.22,0.139,129.6,2
28.8,8.0,50.9,13.36,0.118,123.5,0
61.8,5.5,13.9,6.05,0.106,123.7,1
29.2,11.9,29.6,33.13,0.248,133.7,0
87.0,7.8,9.5,10.69,0.164,179.9,1
46.0,0.4,8.1,14.21,0.143,163.9,1
27.0,2.3,56.7,13.51,0.163,105.0,0
32.7,12.4,30.4,13.13,0.201,168.0,0
79.6,0.7,18.6,12.65,0.137,166.6,1
37.5,7.9,64.0,23.84,0.22,133.3,0
93.8,1.8,16.6,12.02,0.135,181.6,1
20.5,16.3,18.7,13.0,0.199,88.7,0
15.6,12.3,27.7,26.69,0.163,161.8,0
102.5,0.8,7.0,3.72,0.123,122.9,1
21.1,22.0,23.3,9.01,0.19,108.9,0
23.7,10.3,20.4,34.53,0.191,116.9,0
39.0,8.6,80.8,39.49,0.102,164.2,2
79.3,2.3,60.2,16.67,0.079,131.9,0
58.3,3.9,28.6,12.17,0.175,137.7,0
49.1,0.0,29.3,7.82,0.212,138.6,1
42.5,8.4,39.0,21.59,0.068,74.4,0
23.1,7.0,46.1,16.35,0.153,154.4,0
68.7,3.8,10.9,15.16,0.14,139.7,1
24.7,24.8,56.4,24.84,0.068,198.2,0
39.1,16.2,13.2,26.02,0.102,178.4,0
70.2,15.8,54.9,13.9,0.156,119.9,0
19.2,2.4,39.1,22.86,0.155,147.7,0
29.1,15.7,46.4,26.24,0.138,148.3,0
15.5,4.4,37.3,0.46,0.195,202.1,0
45.6,0.0,4.8,20.0,0.17,183.9,1
38.7,21.5,60.5,15.07,0.118,136.7,2
64.4,28.7,52.4,16.81,0.158,104.2,0
0.0,24.8,40.4,16.14,0.24,167.4,0
46.8,4.2,17.8,7.48,0.114,159.8,1
56.6,3.5,20.5,9.55,0.103,138.5,0
40.3,16.5,14.2,23.22,0.13,74.8,0
32.3,7.9,29.5,18.93,0.143,161.8,0
24.0,10.9,48.1,17.44,0.218,131.7,0
68.3,3.6,100.0,46.88,0.201,165.0,2
51.6,2.9,22.8,11.95,0.167,191.6,1
10.7,19.9,15.5,19.7,0.102,200.1,0
75.9,12.4,100.0,38.51,0.153,179.2,2
95.1,1.6,15.5,9.85,0.099,198.6,1
34.3,19.7,36.2,10.35,0.132,204.6,0
59.1,20.9,47.8,17.26,0.232,140.4,0
42.6,0.8,14.3,4.14,0.159,131.9,1
24.4,17.4,42.8,11.19,0.108,159.9,0
3.9,5.2,49.4,17.87,0.148,162.6,0
42.8,8.0,89.4,54.97,0.078,179.0,2
0.0,15.6,15.6,10.94,0.068,195.1,1
58.3,1.7,26.5,30.45,0.178,132.4,0
32.8,17.2,24.6,31.79,0.173,170.9,0
48.2,4.3,45.1,16.52,0.157,232.7,0
31.2,11.7,35.5,0.0,0.109,111.5,0
88.8,0.0,10.1,9.0,0.126,172.7,1
36.1,24.3,48.3,30.75,0.153,197.8,0
73.9,4.2,22.1,6.87,0.192,160.1,2
26.4,13.5,21.7,19.17,0.094,140.3,0
22.3,10.9,18.6,14.26,0.269,57.4,1
75.2,1.4,3.0,15.11,0.109,66.7,1
23.8,14.1,33.3,29.85,0.09,193.9,0
113.0,1.3,87.4,63.88,0.189,204.6,2
91.9,4.7,91.4,42.39,0.073,189.9,2
0.0,8.4,23.8,11.79,0.116,168.3,0
83.1,1.7,25.0,17.75,0.161,104.5,1
11.8,16.2,36.6,13.03,0.024,170.8,0
80.0,6.0,24.4,13.0,0.172,192.0,1
42.5,3.1,0.0,6.26,0.045,190.1,1
30.8,11.5,30.4,31.45,0.162,222.1,0
21.9,0.0,1.3,6.76,0.097,129.2,1
54.6,14.5,34.5,20.64,0.16,172.2,0
46.5,0.0,15.5,13.95,0.184,170.5,1
5.3,16.3,7.8,12.64,0.113,113.4,1
33.7,26.3,41.0,25.78,0.256,142.0,0
32.6,24.9,26.1,23.66,0.214,113.6,0
56.9,3.3,39.3,36.09,0.122,167.5,0
20.7,21.2,30.8,29.19,0.285,203.9,0
76.8,4.5,9.8,5.11,0.207,165.1,1
16.1,21.9,50.9,19.9,0.149,140.3,0
57.9,0.0,9.4,8.91,0.201,166.2,1
100.6,3.8,100.0,43.57,0.125,124.8,2
2.7,13.9,8.0,10.91,0.189,116.5,1
45.2,0.0,100.0,71.57,0.144,160.7,2
12.1,12.7,8.1,26.9,0.185,221.7,0
38.5,22.6,28.3,7.38,0.248,60.7,0
31.3,22.7,23.0,7.85,0.209,89.4,0
57.3,16.5,23.5,25.3,0.227,205.4,0
14.6,16.3,33.3,8.82,0.087,165.1,0
43.0,4.2,8.4,13.1,0.185,106.9,1
50.8,16.1,26.9,5.32,0.125,208.4,0
20.7,9.3,12.0,13.14,0.099,184.8,1
16.0,2.8,80.0,66.19,0.095,206.3,2
40.5,0.0,6.2,11.96,0.126,176.7,1
118.4,1.3,19.3,14.85,0.163,144.8,1
70.5,10.4,75.4,25.58,0.184,145.6,2
35.4,16.3,0.0,9.37,0.197,196.3,0
58.2,2.9,11.5,10.22,0.144,122.2,0
19.4,26.9,30.7,8.45,0.292,238.8,0
39.0,1.5,25.4,1.78,0.111,262.0,0
38.5,6.1,97.5,58.08,0.139,111.2,2
50.9,18.4,33.4,27.57,0.154,196.2,0
14.1,11.8,97.4,57.25,0.084,141.9,2
1.5,13.8,17.1,14.24,0.089,173.8,1
47.4,24.5,62.7,7.42,0.191,183.5,0
14.7,7.0,38.9,14.01,0.131,128.6,0
33.9,1.7,30.3,11.76,0.114,161.3,1
16.2,8.8,35.3,15.82,0.158,79.7,0
50.5,0.0,62.2,41.35,0.144,151.2,2
117.6,8.7,21.5,15.39,0.154,134.3,1
82.3,3.3,0.0,15.51,0.076,139.8,1
46.3,5.5,13.7,14.03,0.182,127.2,1
64.0,3.2,8.1,5.82,0.155,124.3,1
69.0,29.9,47.8,9.54,0.166,140.3,0
17.6,22.8,34.7,0.0,0.086,188.4,0
37.8,25.7,27.3,26.25,0.156,95.9,0
33.6,12.0,43.2,22.04,0.199,72.2,0
82.9,7.6,8.1,4.25,0.137,180.6,1
45.2,18.8,34.0,19.07,0.2,126.5,0
64.2,35.2,19.1,32.7,0.091,139.8,0
31.9,18.0,38.0,17.62,0.139,114.6,0
44.7,12.0,0.0,28.37,0.116,214.7,0
53.9,3.0,1.2,5.04,0.198,145.8,1
6.4,12.1,6.0,5.76,0.244,112.2,1
42.8,3.4,18.4,5.22,0.113,118.9,1
61.3,1.5,51.8,23.51,0.167,187.2,0
61.8,1.1,7.5,8.43,0.215,79.4,1
49.7,7.6,36.8,30.88,0.105,69.4,0
56.5,10.5,87.1,83.38,0.136,169.7,2
31.3,5.2,64.4,12.73,0.141,178.3,0
54.1,40.1,23.5,26.05,0.111,89.9,0
50.2,15.8,36.4,4.45,0.15,185.5,0
18.4,4.8,10.3,5.54,0.175,62.2,1
31.9,29.5,44.7,33.11,0.133,111.0,0
62.6,0.0,1.9,11.78,0.212,152.4,1
32.3,3.5,24.7,20.69,0.233,211.4,0
27.9,10.5,55.3,15.33,0.08,168.1,0
41.0,7.4,27.5,13.95,0.243,214.0,0
26.5,12.4,11.6,28.15,0.152,106.5,0
17.2,9.8,74.6,86.33,0.147,66.2,2
27.6,0.0,15.8,9.02,0.218,257.0,0
70.4,7.7,60.5,29.37,0.174,176.6,0
18.4,0.0,9.5,26.34,0.116,189.5,0
25.9,24.0,43.4,25.02,0.157,144.2,0
37.2,5.5,3.0,13.68,0.078,141.9,1
32.2,20.2,59.7,26.49,0.189,126.7,0
22.5,9.7,46.2,31.98,0.215,71.0,0
69.1,7.8,94.9,24.61,0.178,124.8,2
68.2,2.2,8.8,9.73,0.128,182.3,1
110.7,3.3,24.2,18.55,0.165,132.7,1
97.3,0.0,10.1,1.01,0.155,162.8,1
58.5,6.9,26.6,5.84,0.156,175.5,0
29.6,10.2,25.0,14.39,0.17,120.5,1
63.1,0.0,9.3,16.98,0.104,145.3,1
26.8,2.7,0.0,22.71,0.212,255.0,0
90.6,6.0,10.0,7.64,0.039,141.4,1
36.4,0.8,18.6,22.81,0.166,176.7,1
50.9,3.9,32.9,16.22,0.114,175.7,1
64.1,5.1,38.8,17.36,0.12,185.4,0
66.4,5.6,64.6,16.86,0.195,123.9,0
46.0,4.3,14.1,9.2,0.138,134.6,0
73.4,4.1,3.4,15.28,0.126,133.3,1
63.2,2.3,12.1,6.09,0.11,169.6,1
9.5,3.3,19.5,7.44,0.113,131.4,1
44.5,2.4,12.2,3.58,0.182,212.6,1
0.0,11.0,32.2,39.12,0.131,228.5,0
30.7,11.6,39.9,0.0,0.177,164.0,0
65.9,2.9,16.0,17.46,0.116,173.4,1
65.9,3.6,0.0,6.77,0.261,129.5,1
60.8,0.9,17.2,8.04,0.198,149.9,1
26.5,7.0,46.3,0.0,0.178,161.0,0
54.0,38.4,35.5,21.92,0.133,185.0,0
77.1,8.6,90.3,57.95,0.152,102.8,2
19.0,0.3,3.6,8.86,0.064,143.1,1
32.1,2.6,10.4,5.5,0.117,243.9,1
16.4,17.2,52.2,12.74,0.121,169.7,0
79.6,2.8,23.0,0.0,0.122,90.5,0
79.8,0.0,21.5,11.52,0.221,115.0,1
24.5,0.0,52.9,1.08,0.095,44.2,0
37.9,15.1,33.5,31.47,0.149,174.3,0
29.6,7.9,70.2,29.32,0.134,182.4,2
50.1,1.8,14.5,3.06,0.193,128.6,1
14.4,10.7,55.3,13.01,0.139,136.9,0
18.5,7.9,24.8,13.47,0.145,132.1,0
7.8,9.3,15.8,13.79,0.142,139.3,1
42.8,6.2,8.0,20.03,0.15,147.6,0
39.6,28.1,30.4,15.21,0.151,163.3,0
42.3,0.0,98.5,62.87,0.205,151.7,2
80.4,5.0,17.6,17.09,0.139,202.0,1
66.4,3.1,1.8,9.13,0.194,105.4,1
18.7,15.1,7.3,11.67,0.166,220.7,1
26.8,14.9,27.5,27.52,0.16,116.5,0
70.6,7.7,20.2,0.0,0.115,166.5,1
37.2,0.0,19.3,9.33,0.155,161.4,0
79.7,3.1,14.4,17.29,0.133,104.1,1
31.5,23.0,59.0,23.97,0.15,165.2,1
17.6,9.8,8.7,15.9,0.141,154.9,1
49.9,4.7,16.4,9.96,0.131,90.4,1
73.4,3.1,17.9,12.47,0.191,165.6,1
97.9,3.9,22.8,8.24,0.124,170.5,1
19.6,7.0,53.9,26.19,0.097,217.7,0
25.8,2.0,74.2,58.51,0.196,86.6,2
96.6,1.0,15.4,10.97,0.152,159.6,1
21.5,24.5,22.5,7.26,0.151,174.1,0
22.6,13.1,14.4,7.38,0.199,128.1,1
48.6,0.6,90.3,76.75,0.083,103.3,2
43.0,15.6,12.9,12.86,0.104,140.7,1
56.7,10.9,93.5,23.58,0.143,116.2,2
12.6,14.8,49.1,39.12,0.201,169.4,0
29.3,19.0,13.2,21.27,0.199,227.8,0
61.9,4.7,5.4,5.94,0.212,124.9,1
42.0,7.4,26.9,11.46,0.119,163.9,1
47.7,17.2,47.5,23.56,0.218,130.2,0
62.5,0.0,28.1,18.54,0.171,119.8,1
79.5,5.7,0.0,11.09,0.128,186.0,1
23.7,16.3,56.0,22.59,0.16,169.6,0
22.3,9.1,16.2,12.53,0.105,159.4,0
27.4,4.1,28.0,15.56,0.108,139.6,1
29.2,0.8,21.5,8.63,0.074,114.5,1
41.6,2.3,23.4,28.13,0.168,198.0,0
6.1,16.1,58.3,26.22,0.181,181.7,0
47.9,1.2,30.8,10.46,0.171,155.1,1
33.3,15.4,64.9,21.88,0.151,125.9,0
46.8,29.1,67.4,21.55,0.131,178.9,0
76.9,5.3,21.0,9.68,0.138,168.7,1
57.2,5.4,47.0,33.44,0.184,123.2,0
57.8,0.0,45.3,4.75,0.119,124.2,0
74.5,0.1,19.9,6.69,0.16,117.5,1
37.6,1.1,97.3,52.06,0.177,168.6,2
38.4,12.9,56.0,0.0,0.234,173.0,0
16.7,10.6,29.8,21.27,0.166,196.6,0
81.9,9.5,81.7,68.61,0.105,141.3,2
14.6,5.9,34.8,16.45,0.124,141.2,1
80.7,2.1,11.0,10.36,0.197,172.7,1
64.6,0.5,17.2,2.36,0.162,166.0,1
96.0,0.8,5.8,14.47,0.182,154.7,1
49.3,10.3,32.1,11.8,0.114,196.4,0
25.3,15.5,25.5,0.0,0.158,122.0,1
58.9,16.4,42.0,23.03,0.171,142.5,0
46.9,9.3,58.4,16.55,0.22,159.1,0
64.3,4.1,27.8,9.58,0.187,197.1,1
28.7,0.0,16.4,12.13,0.165,157.4,1
19.1,6.1,33.9,11.64,0.156,129.1,1
26.8,13.3,19.9,13.29,0.09,252.4,1
51.0,11.4,37.9,7.29,0.229,168.8,0
103.7,7.9,12.2,5.15,0.121,76.1,1
41.5,28.6,41.7,32.28,0.009,92.1,0
65.4,0.0,7.0,7.38,0.176,188.3,0
31.9,12.6,95.7,43.6,0.134,199.3,2
42.6,0.4,37.7,12.38,0.096,165.4,0
21.6,25.4,58.9,26.1,0.139,148.7,0
57.7,9.9,50.2,17.38,0.104,201.8,0
5.0,8.6,17.8,22.17,0.086,155.6,0
40.1,20.7,54.4,31.89,0.128,224.4,0
74.2,0.0,10.0,8.77,0.153,96.4,1
92.8,0.8,20.2,2.47,0.118,142.9,2
60.7,0.0,59.6,2.1,0.133,200.0,0
80.4,4.0,0.0,9.01,0.116,43.6,1
64.5,0.5,8.6,9.47,0.184,217.6,1
45.9,3.7,24.9,14.38,0.125,126.5,1
59.2,0.0,14.9,15.27,0.109,149.3,1
64.0,1.7,0.0,17.06,0.139,165.9,1
48.1,4.9,0.0,18.03,0.126,138.6,1
63.2,2.6,31.4,10.29,0.148,132.2,1
10.2,25.1,47.9,21.37,0.126,157.4,0
36.3,3.2,17.1,11.49,0.148,125.2,1
29.1,22.2,20.1,6.54,0.248,107.0,0
52.8,5.2,5.9,0.0,0.131,105.3,1
38.4,10.4,36.1,19.24,0.129,242.8,2
6.6,19.9,25.7,7.29,0.167,187.8,0
38.3,1.5,17.9,18.89,0.153,116.7,0
16.9,5.6,81.9,67.95,0.134,155.3,2
64.6,20.3,45.0,6.3,0.055,166.0,0
24.1,3.1,77.4,12.71,0.254,98.2,2
28.3,4.2,18.6,9.14,0.142,63.8,1
13.4,3.1,25.1,20.56,0.2,140.6,0
35.6,19.8,22.9,6.93,0.209,218.3,2
73.9,4.5,2.4,7.65,0.18,146.9,1
23.2,27.2,43.2,0.0,0.165,147.2,0
70.2,3.2,3.5,9.59,0.287,212.2,1
106.7,0.7,6.9,9.88,0.14,162.0,1
50.2,1.3,28.5,6.03,0.079,145.9,1
47.7,4.6,94.7,66.42,0.093,224.3,2
70.3,1.3,10.9,20.62,0.181,232.3,1
96.7,5.0,17.6,16.45,0.111,100.4,1
9.6,8.6,82.0,28.8,0.106,110.3,2
0.0,10.7,2.7,22.17,0.127,223.1,0
24.3,11.3,25.0,12.5,0.066,192.0,1
116.4,0.0,67.1,43.77,0.139,140.5,2
38.0,14.4,38.5,1.25,0.077,205.1,0
19.6,21.8,34.1,13.33,0.211,185.5,0
19.4,6.4,17.0,8.56,0.129,165.1,1
34.0,0.0,51.0,20.52,0.248,104.9,0
28.5,25.2,51.8,10.45,0.176,164.3,0
74.7,3.8,0.6,16.15,0.14,110.1,1
21.1,2.5,93.5,0.0,0.159,195.9,2
49.9,24.2,51.7,31.27,0.132,151.0,0
14.4,19.2,45.7,14.44,0.15,215.2,0
68.6,2.6,0.0,23.33,0.134,198.9,1
36.4,33.6,43.6,20.63,0.186,186.7,0
29.1,1.1,0.0,5.73,0.238,124.3,1
9.6,15.4,46.8,22.93,0.239,105.2,0
46.3,1.0,15.1,6.19,0.102,142.7,1
54.8,3.7,46.6,2.3,0.08,89.2,0
46.2,2.7,24.9,17.0,0.103,134.0,0
79.5,0.8,17.1,4.17,0.174,169.1,1
18.5,23.6,41.8,16.24,0.151,155.9,0
63.4,2.8,10.4,9.54,0.125,182.4,1
31.1,10.4,19.5,6.2,0.174,129.8,1
66.5,17.9,49.5,21.67,0.152,114.0,0
57.8,7.8,14.3,13.88,0.202,180.3,1
55.0,2.7,24.7,18.91,0.113,70.8,0
3.1,16.5,27.0,16.4,0.21,185.8,0
12.9,22.7,34.3,28.26,0.084,95.5,0
25.3,15.3,14.0,11.3,0.092,104.3,1
20.2,15.3,37.2,34.78,0.147,182.5,0
34.3,10.3,0.0,2.81,0.097,69.6,0
31.5,12.0,32.7,21.87,0.149,147.1,0
19.1,5.3,19.1,6.4,0.206,156.1,1
54.4,0.0,76.9,41.76,0.144,98.3,2
28.3,16.9,3.4,13.51,0.153,167.6,1
6.5,13.1,64.0,5.06,0.255,183.2,0
104.8,0.3,18.4,0.0,0.161,131.0,1
69.6,4.2,96.2,90.33,0.059,191.3,1
44.6,0.6,23.0,13.76,0.115,151.5,1
19.6,16.3,31.6,22.88,0.168,162.5,1
5.1,5.4,27.3,13.86,0.1,134.5,1
75.1,5.6,34.3,7.02,0.12,13.0,1
29.8,21.4,40.9,21.59,0.196,92.1,0
36.1,8.7,18.0,13.21,0.099,160.9,1
33.6,6.6,70.1,26.22,0.243,136.3,0
61.0,6.0,89.6,0.0,0.081,142.9,2
86.1,6.8,25.4,11.83,0.172,150.2,1
39.1,0.0,46.1,50.15,0.171,200.4,0
17.7,12.5,6.4,13.41,0.097,120.6,1
