Throttle_Spike,Brake_Usage,Energy_Consumption,Regen_Efficiency,Jerk,Label_Driver
60.7,42.8,234.6,0.09,3.65,1
9.2,10.3,188.7,0.2,1.02,0
40.2,48.3,152.2,0.06,3.76,1
13.1,16.0,153.7,0.24,0.51,0
66.9,33.5,241.7,0.11,2.54,1
65.8,51.0,246.0,0.09,2.28,1
10.0,9.4,194.6,0.15,0.96,0
16.8,7.9,180.7,0.26,0.42,0
21.7,12.3,169.2,0.23,0.38,0
43.4,20.7,203.4,0.14,2.64,0
8.6,9.2,117.8,0.26,0.35,0
22.0,14.8,179.5,0.32,0.76,0
78.4,55.8,285.4,0.12,2.44,1
61.6,33.3,234.6,0.04,3.57,1
14.8,16.2,123.7,0.23,0.61,1
14.5,9.4,162.4,0.24,0.58,0
11.7,1.5,109.9,0.24,0.25,0
10.9,0.0,146.1,0.25,0.46,0
70.1,19.3,226.1,0.23,1.08,1
39.8,46.7,235.2,0.12,2.56,1
13.1,6.5,125.7,0.33,0.6,0
11.0,6.9,120.3,0.22,0.54,0
66.9,46.5,205.6,0.12,3.5,1
59.9,54.4,291.4,0.07,4.4,1
16.2,0.3,116.4,0.19,0.2,0
13.0,11.1,114.5,0.23,0.7,0
7.1,8.9,125.4,0.27,0.52,0
12.3,13.6,131.0,0.13,0.48,0
17.4,13.1,149.1,0.31,0.64,0
15.3,11.5,104.9,0.25,0.65,0
12.5,9.5,155.1,0.23,0.65,0
45.8,31.8,175.9,0.09,2.43,1
16.4,12.4,140.4,0.34,0.32,0
23.8,7.6,150.7,0.22,0.49,0
59.3,54.6,299.4,0.15,3.13,1
19.5,47.5,202.2,0.05,2.73,1
57.3,56.7,213.6,0.06,2.01,0
38.5,48.9,229.4,0.15,3.84,1
21.6,12.3,179.6,0.32,0.6,0
18.5,16.7,140.1,0.28,0.38,0
22.4,17.7,131.8,0.29,0.42,0
12.6,3.8,129.4,0.21,0.42,0
11.4,13.7,140.9,0.33,0.66,0
69.7,39.6,272.9,0.15,2.19,1
20.1,12.2,125.2,0.2,0.81,0
16.1,12.7,118.3,0.22,0.64,0
11.0,4.5,147.7,0.29,0.36,0
84.9,16.4,173.5,0.05,1.98,1
19.6,17.9,122.4,0.27,0.63,0
48.9,34.5,276.3,0.15,2.73,1
9.1,2.7,135.8,0.3,0.73,0
27.4,20.1,146.9,0.24,0.59,0
70.4,36.3,243.6,0.06,3.61,1
30.3,35.8,261.2,0.09,1.86,1
23.0,11.0,150.8,0.23,0.19,0
56.3,45.1,226.7,0.08,2.92,1
14.8,10.6,162.9,0.22,0.67,1
18.2,4.7,156.4,0.3,0.58,0
87.7,8.6,220.0,0.05,2.18,1
14.1,13.8,138.5,0.2,0.29,0
15.6,11.8,176.7,0.19,0.58,0
13.6,17.4,117.9,0.27,0.34,0
6.3,6.4,138.6,0.17,0.81,0
67.2,44.7,273.4,0.09,3.11,1
62.2,33.3,186.7,0.11,0.76,1
39.8,55.8,255.7,0.09,1.03,1
12.2,19.7,132.3,0.23,0.21,0
16.5,10.6,138.6,0.35,0.3,0
69.0,31.7,190.0,0.06,1.09,1
16.6,6.1,149.9,0.31,0.54,0
49.5,36.7,223.2,0.14,2.02,1
41.8,51.0,219.0,0.09,0.87,1
19.6,5.2,174.6,0.17,0.92,0
7.2,2.9,158.8,0.26,0.69,0
23.0,5.1,143.5,0.35,0.29,0
62.7,27.8,169.9,0.16,2.17,1
65.8,23.3,173.9,0.02,4.34,1
18.3,9.5,119.1,0.23,0.58,1
10.9,11.0,106.8,0.24,0.58,0
11.5,9.7,139.0,0.23,0.54,0
73.9,8.1,196.3,0.24,3.68,1
9.9,12.1,146.6,0.27,0.58,0
11.8,4.4,122.4,0.29,0.41,0
62.1,54.7,241.1,0.04,2.5,0
12.9,6.4,121.5,0.2,0.87,0
18.0,16.6,132.8,0.21,0.74,0
14.8,8.4,130.7,0.26,0.65,0
22.3,11.3,136.0,0.23,0.71,0
14.5,9.0,150.8,0.2,0.5,0
9.7,5.8,130.3,0.23,0.54,0
20.7,5.4,143.6,0.25,0.47,0
17.4,13.9,153.0,0.25,0.28,0
10.8,7.8,138.4,0.24,0.56,0
22.4,8.0,151.9,0.16,0.71,1
13.0,3.6,130.9,0.24,0.48,0
31.1,2.6,167.6,0.22,0.44,0
10.4,8.0,111.5,0.33,0.6,0
14.4,7.4,141.2,0.27,0.48,0
16.0,11.8,149.1,0.19,0.26,0
61.9,0.0,196.8,0.12,1.88,1
47.9,31.1,274.2,0.1,1.43,1
45.4,69.3,261.1,0.11,1.82,1
28.1,1.9,115.9,0.29,0.44,0
43.8,29.0,193.7,0.03,4.31,1
11.2,23.1,114.5,0.21,0.74,0
8.6,10.7,138.8,0.22,0.36,0
19.2,5.5,94.8,0.29,0.58,0
19.8,9.8,190.2,0.27,0.49,0
18.1,8.1,120.9,0.21,0.7,0
8.0,6.9,122.7,0.24,0.6,0
11.1,11.4,157.7,0.3,0.51,0
18.7,11.9,116.5,0.25,0.7,0
46.3,37.1,246.6,0.12,3.13,1
12.0,4.5,133.9,0.27,0.85,0
44.4,30.8,245.5,0.18,3.89,1
24.8,6.2,141.6,0.26,0.54,0
12.8,8.9,137.4,0.27,0.84,0
12.9,15.0,129.6,0.28,0.96,1
14.7,10.3,109.2,0.28,0.71,0
14.0,8.5,139.3,0.31,0.64,0
65.9,43.3,219.6,0.06,3.31,1
13.2,15.4,142.9,0.28,0.29,0
14.1,9.8,102.9,0.3,0.29,0
18.1,8.2,162.1,0.19,0.4,0
17.2,0.0,116.8,0.31,0.42,0
9.0,8.0,112.6,0.28,0.59,0
14.7,1.1,165.6,0.27,0.41,0
18.6,15.3,155.9,0.28,0.55,0
56.9,52.1,234.9,0.06,3.35,1
52.8,23.7,280.4,0.01,1.95,1
47.9,31.8,221.6,0.04,1.97,1
18.8,15.6,126.5,0.31,0.41,0
82.0,60.8,325.9,0.2,3.12,1
51.1,61.3,178.2,0.04,1.65,1
14.6,6.0,134.7,0.33,0.12,0
15.4,16.3,152.2,0.26,0.36,0
87.0,3.0,225.2,0.19,2.92,1
9.6,10.3,126.4,0.28,0.45,0
48.5,51.8,213.0,0.12,4.41,1
25.1,17.2,103.2,0.2,0.72,0
13.3,6.7,166.2,0.28,0.28,0
74.6,24.4,280.2,0.15,3.03,1
57.2,41.7,283.5,0.21,4.33,1
10.8,11.5,154.6,0.25,0.51,0
17.0,10.2,119.9,0.25,0.53,0
14.7,5.5,140.3,0.26,0.26,0
69.8,53.8,200.2,0.15,2.07,1
5.9,13.4,140.4,0.25,0.57,0
16.9,22.0,144.6,0.24,0.28,0
49.4,19.5,240.0,0.05,3.36,1
17.3,0.0,109.5,0.22,0.56,0
11.2,9.4,114.1,0.15,0.33,0
13.8,12.4,160.3,0.16,0.63,0
69.0,42.7,208.5,0.14,0.95,1
14.4,11.7,93.5,0.22,0.43,0
80.9,63.4,199.5,0.0,2.54,0
16.4,13.1,99.2,0.16,0.76,0
13.0,6.9,124.6,0.2,0.0,0
14.3,8.6,116.2,0.27,0.42,0
14.3,10.9,144.8,0.23,0.68,0
16.9,10.1,132.8,0.29,0.4,0
43.0,24.5,187.6,0.11,2.83,1
59.4,47.2,253.6,0.09,3.09,1
42.2,36.1,193.4,0.13,1.74,1
83.7,15.8,174.1,0.12,2.64,1
14.8,6.5,149.4,0.26,0.7,0
19.7,22.7,123.7,0.26,0.63,0
18.0,9.0,143.3,0.25,0.45,1
13.5,1.2,151.4,0.31,0.38,0
58.4,0.0,208.7,0.15,2.13,1
44.0,34.2,202.3,0.04,1.04,1
12.2,0.0,145.7,0.39,0.2,1
15.3,4.2,144.7,0.36,0.66,0
71.8,55.6,272.7,0.0,2.91,1
52.0,38.3,160.1,0.11,0.54,1
14.3,12.9,132.7,0.17,0.55,0
38.8,69.3,215.6,0.14,3.22,1
46.7,32.0,152.0,0.1,3.6,1
60.3,53.8,300.3,0.12,2.33,1
17.5,19.6,111.7,0.36,0.36,0
78.3,42.5,251.1,0.06,2.62,1
54.7,46.4,192.4,0.14,1.97,1
13.2,1.9,146.8,0.27,0.13,0
19.8,2.2,150.1,0.26,0.4,0
50.7,29.9,175.6,0.01,1.51,1
14.2,14.4,178.1,0.24,0.7,0
17.2,13.4,175.7,0.14,0.27,0
9.0,5.5,159.8,0.26,0.75,0
82.1,31.2,242.0,0.0,1.63,1
18.7,11.5,128.6,0.27,0.61,0
12.0,6.6,144.7,0.22,0.5,1
73.2,54.5,262.2,0.07,3.52,1
8.4,11.2,129.0,0.27,0.34,0
54.6,68.0,281.6,0.09,3.27,1
79.8,34.3,226.2,0.18,1.93,1
32.0,55.7,185.7,0.09,1.25,1
18.8,10.7,144.6,0.25,0.43,0
21.0,10.7,121.8,0.25,0.43,0
20.5,13.0,146.1,0.29,0.28,0
52.9,39.6,252.2,0.15,2.12,1
61.7,37.6,258.1,0.13,3.5,1
27.5,39.7,228.5,0.13,2.57,1
69.6,53.4,186.7,0.1,1.65,1
77.7,65.0,226.2,0.1,2.36,1
15.6,0.9,112.5,0.2,0.6,0
8.8,5.3,163.7,0.28,0.19,0
16.6,13.7,121.4,0.23,0.73,0
68.9,26.2,256.9,0.04,2.35,1
18.1,19.5,138.5,0.25,0.58,0
17.8,8.3,155.7,0.26,0.33,0
9.6,15.1,117.5,0.16,0.11,0
54.9,59.0,215.1,0.07,2.65,0
13.9,24.3,149.0,0.19,0.31,1
5.3,8.0,141.5,0.23,0.34,0
20.8,13.5,156.8,0.29,0.57,0
69.1,15.3,210.6,0.11,4.02,1
57.7,56.9,223.9,0.15,1.85,1
22.6,14.9,127.0,0.22,0.29,0
10.6,15.7,139.8,0.25,0.37,0
17.3,9.8,144.2,0.25,0.64,1
15.2,11.3,121.7,0.26,0.71,0
82.8,25.3,232.7,0.01,1.54,1
2.5,7.2,132.6,0.24,0.77,0
10.9,7.3,153.6,0.25,0.49,0
27.8,16.9,121.9,0.2,0.57,0
14.1,9.1,164.6,0.22,0.55,0
14.2,7.5,179.4,0.26,0.76,0
60.1,0.0,215.7,0.12,2.11,1
19.4,6.4,139.7,0.33,0.57,0
11.5,12.4,137.6,0.21,0.44,0
40.7,45.9,172.4,0.06,1.07,0
16.4,11.0,151.8,0.23,0.59,0
10.6,14.4,133.6,0.24,0.18,0
61.3,44.8,190.3,0.1,2.15,1
7.2,12.1,144.9,0.26,0.39,0
11.0,9.6,171.7,0.2,0.2,0
19.6,20.1,159.5,0.16,0.56,0
16.0,9.8,103.6,0.21,0.64,0
23.5,14.0,156.6,0.25,0.45,0
14.0,10.0,154.4,0.37,0.13,0
55.7,5.6,269.6,0.07,3.51,1
25.0,10.3,106.5,0.26,0.57,0
7.0,3.1,147.5,0.24,0.24,0
12.4,16.3,119.0,0.27,0.23,0
15.1,8.2,118.2,0.26,0.6,0
16.8,5.7,138.6,0.31,0.6,0
11.3,14.6,136.9,0.23,0.46,0
9.8,9.2,119.3,0.31,0.12,0
17.0,9.9,145.1,0.28,0.35,0
60.4,86.0,280.4,0.12,2.77,1
78.7,55.7,258.4,0.12,3.1,1
9.1,5.1,131.9,0.19,0.37,0
62.9,60.2,215.0,0.1,2.53,1
24.7,6.9,139.4,0.3,0.53,0
11.2,7.8,114.4,0.29,0.65,0
15.1,10.0,150.1,0.22,0.54,0
34.6,62.8,229.0,0.11,3.27,1
12.4,10.1,135.0,0.3,0.43,0
12.8,10.8,118.1,0.32,0.49,0
55.7,31.6,164.4,0.0,0.0,1
54.8,46.5,263.9,0.08,2.3,1
6.1,10.2,146.1,0.19,0.78,0
22.1,11.3,110.2,0.29,0.62,0
9.8,20.0,143.3,0.18,0.21,0
21.9,10.6,127.8,0.28,0.71,1
86.7,33.3,219.5,0.11,2.61,1
13.8,9.7,164.5,0.25,0.14,0
83.2,49.7,278.7,0.12,3.57,1
21.8,16.4,154.2,0.34,0.59,0
27.7,49.5,225.7,0.28,1.36,1
71.5,40.4,223.5,0.03,2.52,1
14.8,13.3,152.6,0.23,0.55,0
77.2,5.1,228.0,0.1,3.99,1
50.1,27.0,211.2,0.1,3.46,1
15.8,5.5,160.0,0.27,0.78,0
44.8,47.4,215.6,0.07,1.73,1
18.5,8.9,137.6,0.26,0.49,0
44.0,41.3,204.7,0.08,2.59,1
25.0,15.2,164.7,0.28,0.39,0
18.6,10.3,130.9,0.3,0.2,0
94.6,23.5,138.9,0.11,1.71,1
18.0,6.4,145.7,0.17,0.67,0
64.7,45.7,184.1,0.19,2.81,1
68.2,33.3,232.7,0.05,0.87,1
9.1,12.6,143.6,0.23,0.83,0
14.7,5.7,148.0,0.22,0.55,0
15.6,3.6,137.0,0.27,0.45,0
13.0,13.5,146.5,0.24,0.65,1
21.5,4.6,150.7,0.19,0.28,0
14.5,9.4,146.6,0.18,0.06,0
64.6,38.7,203.8,0.08,4.4,1
65.2,32.5,216.5,0.11,1.78,1
78.7,24.9,219.0,0.13,2.13,1
68.7,68.6,234.1,0.1,3.12,1
18.5,13.7,134.8,0.24,0.52,0
21.1,7.7,127.6,0.3,0.36,1
7.5,0.0,135.7,0.21,0.37,1
14.7,2.2,141.4,0.32,0.77,0
16.6,1.3,111.1,0.25,0.73,0
49.8,40.0,180.8,0.11,2.64,1
8.1,2.6,181.4,0.33,0.54,0
85.2,31.6,263.9,0.03,3.52,1
37.5,50.0,226.3,0.02,2.36,1
61.1,53.7,202.5,0.03,3.17,1
74.3,57.8,252.0,0.1,3.16,0
66.5,39.1,319.4,0.16,2.11,1
25.4,12.1,183.9,0.34,0.35,0
28.9,11.6,124.0,0.33,0.75,1
21.5,0.0,140.8,0.23,0.55,0
17.3,15.3,121.5,0.23,0.55,0
42.5,39.2,208.7,0.08,2.71,0
10.1,6.4,132.9,0.21,0.48,0
67.3,52.4,205.1,0.15,2.72,1
6.9,4.2,147.2,0.24,0.59,0
23.1,22.6,118.9,0.17,0.32,0
20.7,4.5,143.3,0.16,0.68,0
59.6,75.2,229.9,0.09,3.4,1
7.1,8.0,137.5,0.15,0.63,0
75.5,30.7,168.2,0.06,1.45,1
48.2,35.0,204.4,0.13,2.35,1
54.5,33.5,163.3,0.05,2.32,1
52.2,33.7,158.1,0.08,1.9,1
13.5,9.5,121.5,0.3,0.38,0
13.4,9.5,110.7,0.26,0.78,0
25.2,8.8,114.6,0.18,0.21,0
12.6,8.3,151.9,0.21,0.5,0
17.2,8.0,142.5,0.21,0.23,0
64.3,25.5,219.9,0.08,2.33,1
14.7,8.1,173.8,0.31,0.27,0
18.1,12.2,131.1,0.25,0.51,0
20.5,11.9,145.5,0.23,0.34,0
10.2,1.5,127.3,0.23,0.7,0
71.4,29.3,259.3,0.05,3.5,1
75.6,63.9,197.8,0.03,3.97,1
13.0,5.5,125.7,0.23,0.71,0
21.2,10.0,128.2,0.19,0.41,1
36.5,30.9,226.9,0.09,2.22,1
10.5,11.3,136.3,0.29,0.25,0
50.9,45.5,191.6,0.0,1.71,1
19.3,14.5,137.5,0.23,0.48,0
15.0,13.5,141.9,0.17,0.57,0
16.4,2.6,139.0,0.24,0.65,1
82.0,59.7,287.3,0.13,2.55,1
7.6,13.6,130.4,0.27,0.38,0
94.3,46.5,208.4,0.09,2.9,1
17.9,18.0,129.1,0.28,0.51,0
12.1,19.5,148.4,0.33,0.22,0
7.8,1.3,158.6,0.22,0.45,0
21.9,12.9,125.8,0.2,0.62,0
59.3,60.3,244.9,0.09,1.3,1
14.9,8.3,148.2,0.2,0.72,0
8.0,12.4,143.1,0.27,0.26,0
12.5,7.2,136.1,0.23,0.56,0
18.6,12.5,111.7,0.33,0.83,0
68.2,33.7,242.6,0.09,3.02,1
20.6,7.8,134.8,0.25,0.51,0
14.7,11.1,117.2,0.31,0.23,0
81.8,54.8,285.5,0.06,2.3,1
51.6,37.3,252.3,0.07,3.05,1
49.2,52.8,221.2,0.12,3.27,1
20.8,9.9,150.5,0.22,0.51,0
12.7,11.9,123.0,0.3,0.32,0
38.4,39.1,253.3,0.08,2.42,0
92.5,24.0,196.3,0.12,3.62,1
16.5,5.4,155.2,0.22,0.58,0
41.8,46.4,223.2,0.16,2.32,1
50.9,29.8,260.4,0.09,2.68,1
70.6,41.4,218.7,0.12,2.94,1
20.6,14.2,126.1,0.25,0.46,0
15.2,17.3,201.0,0.23,0.52,0
12.6,15.2,127.4,0.28,0.31,0
82.0,71.4,260.5,0.19,3.45,1
63.1,35.8,223.1,0.17,2.79,0
70.7,15.8,282.8,0.05,2.26,0
16.7,12.1,107.4,0.32,0.1,0
16.5,8.1,119.1,0.25,0.45,0
18.5,3.0,147.4,0.21,0.21,1
84.1,37.6,220.7,0.06,3.18,1
72.2,9.3,261.8,0.1,1.91,1
67.0,28.4,196.4,0.14,2.99,1
25.6,17.6,123.5,0.26,0.29,0
8.0,8.2,126.7,0.24,0.21,0
42.9,38.4,301.2,0.09,2.05,1
38.1,37.5,154.5,0.15,2.75,1
94.5,46.0,223.1,0.16,3.1,1
17.9,1.5,156.6,0.38,0.5,0
15.4,10.7,121.2,0.3,0.44,0
39.4,43.3,232.9,0.21,1.91,1
13.3,6.8,156.1,0.33,0.73,0
16.7,9.0,131.7,0.2,0.41,0
63.3,33.0,188.7,0.06,0.3,1
80.5,45.5,308.9,0.02,2.1,1
13.5,0.5,116.8,0.24,0.56,0
11.8,14.8,128.9,0.24,0.72,0
42.9,35.7,262.9,0.07,3.74,1
9.9,7.9,143.8,0.26,0.45,0
18.0,10.6,128.5,0.23,0.28,0
37.9,51.3,247.1,0.25,1.83,1
19.7,16.1,133.0,0.26,0.69,0
54.5,71.6,186.4,0.1,2.23,1
63.3,34.9,256.5,0.09,1.99,0
11.7,20.1,165.9,0.25,0.35,0
12.8,8.4,145.0,0.35,0.69,0
16.9,6.4,158.0,0.2,0.01,1
70.2,45.1,184.4,0.06,1.79,0
16.1,17.2,126.1,0.29,0.53,1
79.6,14.1,197.3,0.07,1.84,1
78.1,30.1,215.9,0.14,3.78,1
58.8,43.3,206.7,0.07,3.73,1
63.2,30.3,190.8,0.09,3.22,1
13.0,9.3,147.0,0.23,0.39,0
61.5,49.3,170.9,0.11,2.18,1
25.0,11.1,134.0,0.37,0.3,0
7.3,11.2,139.7,0.18,0.64,0
28.2,72.0,197.7,0.14,3.36,1
14.0,52.1,211.3,0.14,5.66,1
54.5,42.1,164.1,0.07,1.69,1
44.0,28.0,240.7,0.06,1.74,1
17.2,16.7,119.9,0.28,0.41,0
16.1,8.4,138.1,0.33,0.92,0
9.8,13.6,158.7,0.26,0.68,0
12.2,6.7,126.5,0.32,0.39,0
9.3,23.4,161.6,0.2,0.15,0
12.1,5.8,132.5,0.3,0.74,1
49.7,51.7,201.8,0.01,2.2,1
18.7,9.9,123.3,0.2,0.41,0
17.1,13.6,145.8,0.24,0.49,0
54.6,47.4,256.4,0.01,2.85,1
63.3,31.7,202.1,0.17,1.27,1
19.8,16.5,108.6,0.25,0.53,0
17.9,6.5,122.3,0.21,0.5,0
72.8,17.3,242.2,0.07,0.73,1
6.4,3.1,132.0,0.3,0.59,0
10.0,6.7,126.9,0.29,0.8,0
70.1,35.5,195.4,0.07,1.1,1
20.8,11.8,164.8,0.11,0.18,0
25.0,18.3,125.3,0.32,0.75,0
34.7,39.8,208.9,0.03,2.17,1
69.0,61.1,184.3,0.22,2.8,0
16.7,7.1,144.0,0.29,0.31,0
18.9,7.1,143.8,0.22,0.5,0
82.3,53.7,217.9,0.23,1.02,1
27.2,0.0,91.7,0.29,0.61,1
77.3,14.0,237.7,0.12,2.01,1
97.8,39.2,201.4,0.0,2.05,1
77.2,60.1,156.1,0.09,1.41,1
13.0,6.4,145.6,0.31,0.68,0
49.3,26.2,186.8,0.1,1.97,0
22.1,3.8,116.4,0.27,0.91,0
17.0,10.9,116.3,0.22,0.74,0
20.1,19.3,123.5,0.29,0.53,0
51.6,26.5,225.9,0.16,2.07,1
15.8,14.3,122.5,0.2,0.55,0
39.7,26.5,193.8,0.12,3.2,1
22.4,9.0,123.4,0.21,0.28,0
82.6,35.3,240.4,0.16,2.34,1
5.5,17.3,140.9,0.35,0.58,1
74.7,35.3,219.8,0.11,0.98,1
57.2,28.7,209.3,0.08,0.6,1
17.1,6.8,119.9,0.27,0.71,0
17.7,0.0,158.4,0.26,0.23,0
21.4,12.6,113.2,0.29,0.69,0
14.7,8.3,130.5,0.36,0.7,0
10.2,9.4,129.1,0.35,0.64,0
53.0,47.0,167.1,0.06,2.89,1
56.2,32.5,243.4,0.1,3.47,1
20.7,8.4,129.7,0.32,0.33,0
92.0,23.4,197.0,0.08,3.07,1
12.9,9.1,168.9,0.3,0.39,0
66.2,60.0,225.1,0.09,1.48,1
76.4,49.7,177.4,0.09,3.56,1
54.2,61.3,199.9,0.06,3.49,1
65.2,8.6,171.8,0.15,1.57,0
63.8,54.8,217.3,0.17,2.93,0
8.1,7.6,133.0,0.25,0.52,0
16.9,14.7,180.7,0.23,0.25,0
15.1,18.1,117.1,0.25,0.23,0
18.3,14.6,139.5,0.21,0.43,0
15.3,10.0,139.8,0.32,0.54,0
15.5,7.9,155.5,0.2,0.51,0
15.2,5.8,168.9,0.27,0.53,0
125.5,63.5,226.9,0.13,2.56,1
20.7,8.3,126.9,0.23,0.79,0
75.5,24.8,183.0,0.16,2.67,0
8.7,17.5,168.6,0.25,0.64,0
8.7,12.1,149.7,0.13,0.61,0
56.8,51.9,191.8,0.1,2.2,0
22.3,18.2,134.3,0.31,0.35,0
12.6,11.5,149.0,0.23,0.6,0
51.8,39.4,224.3,0.05,3.5,0
42.2,25.1,300.3,0.05,1.85,1
59.8,35.3,247.3,0.05,2.19,1
83.6,41.6,195.1,0.14,0.89,1
92.8,34.9,200.9,0.18,2.29,1
64.2,29.4,226.2,0.06,3.29,0
66.1,28.9,238.8,0.24,2.86,1
18.5,7.4,161.3,0.3,0.52,0
53.9,28.0,198.3,0.07,1.4,1
75.3,31.7,214.1,0.13,3.24,1
22.3,12.8,146.0,0.27,0.6,0
10.1,10.6,125.7,0.24,0.53,0
35.6,38.1,226.5,0.05,0.66,1
16.4,10.5,158.7,0.23,0.56,0
19.7,16.9,146.0,0.12,0.46,0
22.4,8.6,138.9,0.28,0.69,0
57.9,36.8,172.9,0.04,4.24,1
13.0,4.1,133.0,0.25,0.37,0
23.6,12.5,139.5,0.19,0.82,0
43.3,38.6,201.2,0.24,3.75,1
14.2,10.3,149.8,0.25,0.5,0
56.4,31.7,235.9,0.17,1.7,1
13.7,4.7,160.5,0.18,0.22,0
62.8,44.0,200.6,0.08,5.52,0
13.3,7.1,150.4,0.21,0.84,0
18.5,14.9,157.8,0.19,0.42,0
101.3,33.5,157.1,0.06,2.64,1
16.7,4.1,120.1,0.27,0.56,0
69.2,37.4,209.7,0.06,3.47,1
11.2,13.8,162.2,0.25,0.73,0
17.3,8.9,145.4,0.24,0.77,0
58.3,70.8,239.4,0.14,1.76,1
10.7,21.6,111.4,0.27,0.45,0
16.3,13.0,136.7,0.26,0.51,0
11.7,7.5,137.2,0.32,0.55,0
78.1,21.1,298.7,0.16,3.26,0
17.0,14.1,151.4,0.26,0.19,0
14.2,9.0,134.6,0.23,0.8,0
17.3,15.7,140.7,0.35,0.58,0
62.8,18.1,204.9,0.13,2.16,1
59.6,46.4,198.3,0.11,4.96,1
62.3,40.6,312.4,0.12,3.09,1
15.3,4.0,119.6,0.26,0.25,0
45.8,34.8,162.5,0.11,1.06,1
58.2,50.0,237.5,0.05,3.94,1
16.3,5.2,146.1,0.25,0.29,0
8.3,19.6,144.4,0.2,0.27,0
67.5,56.4,262.4,0.11,1.58,1
69.0,18.5,198.5,0.17,0.92,1
12.0,17.9,136.6,0.23,0.34,1
16.3,2.9,130.8,0.28,0.37,0
47.6,51.3,232.7,0.03,3.17,1
55.0,43.9,158.8,0.12,4.19,1
11.9,13.5,144.1,0.28,0.68,0
13.2,14.6,147.0,0.3,0.82,0
15.2,10.0,114.3,0.3,0.33,1
9.6,17.0,143.4,0.28,0.42,0
13.8,14.7,146.5,0.26,0.25,0
12.3,9.9,163.9,0.19,0.4,0
18.9,12.2,116.1,0.35,0.67,0
44.1,51.3,195.0,0.14,1.57,1
23.7,3.0,163.7,0.23,0.49,0
14.0,16.2,175.8,0.3,0.51,0
14.3,0.6,122.0,0.26,0.4,0
14.6,3.9,129.7,0.28,0.35,0
12.9,12.4,119.0,0.16,0.34,0
17.1,10.2,134.3,0.24,0.51,0
5.4,10.8,110.9,0.21,0.27,0
15.7,9.6,132.0,0.14,0.51,0
64.5,35.7,207.2,0.12,2.33,1
25.1,40.4,196.9,0.15,2.39,1
45.9,27.0,240.2,0.04,3.64,1
19.9,7.5,125.7,0.31,0.28,0
16.8,15.8,122.0,0.25,0.71,0
13.8,4.3,107.7,0.26,0.64,0
96.3,20.8,214.3,0.14,1.99,1
58.5,70.5,193.4,0.03,2.38,1
20.6,0.1,119.6,0.25,0.59,0
20.0,13.8,183.3,0.26,0.41,1
11.9,13.4,123.4,0.28,0.8,0
8.3,6.5,175.8,0.24,0.62,0
42.1,40.5,250.5,0.2,2.5,1
2.9,0.0,143.9,0.25,0.44,0
16.5,13.8,181.5,0.24,0.3,0
20.4,17.2,143.9,0.19,0.72,0
11.6,0.0,142.4,0.21,0.72,0
7.4,18.3,141.9,0.23,0.55,0
58.8,30.1,198.9,0.0,2.87,1
33.5,71.4,229.4,0.08,2.92,1
20.8,16.7,132.2,0.22,0.63,0
44.4,46.0,300.0,0.13,3.66,1
21.1,11.7,154.5,0.12,0.23,0
21.0,13.6,168.0,0.24,0.57,0
12.6,15.6,147.9,0.24,0.7,0
46.9,51.7,187.2,0.08,1.69,1
27.0,4.5,128.8,0.27,0.51,0
10.8,3.9,162.6,0.19,0.2,0
8.6,19.6,134.4,0.25,0.73,0
65.5,50.6,239.6,0.24,2.68,1
11.5,4.8,144.2,0.26,0.26,0
19.2,9.7,114.4,0.3,0.38,1
50.9,41.8,151.0,0.11,3.3,1
61.6,62.6,239.4,0.02,2.2,1
9.9,6.1,119.2,0.2,0.56,0
51.6,69.1,253.9,0.05,0.96,1
20.9,6.3,127.4,0.29,0.36,0
62.9,37.0,167.5,0.2,2.67,1
13.3,10.0,138.0,0.32,0.4,0
72.3,70.5,239.8,0.09,2.23,1
13.5,5.8,133.2,0.29,0.5,0
40.5,41.3,203.6,0.16,3.91,1
40.3,25.2,288.7,0.1,2.56,1
13.4,11.8,144.1,0.29,0.68,0
62.1,70.5,180.7,0.03,1.57,1
6.4,17.3,164.3,0.25,0.16,0
9.5,8.0,155.5,0.24,0.35,1
6.4,15.2,150.6,0.25,0.56,0
57.8,44.5,221.7,0.02,2.97,1
14.1,15.3,153.1,0.23,0.48,0
17.9,18.3,144.3,0.26,0.55,0
19.8,13.3,154.6,0.24,0.57,0
10.3,9.5,153.0,0.28,0.26,0
12.4,14.0,175.1,0.21,0.62,0
12.1,5.2,141.8,0.19,0.66,0
41.5,39.3,229.0,0.08,2.22,1
16.9,10.9,104.1,0.23,0.55,1
19.4,9.9,141.5,0.19,0.61,0
13.8,7.6,135.2,0.32,0.53,0
28.4,5.2,131.9,0.19,0.5,0
72.4,39.4,189.1,0.09,1.01,1
21.4,0.9,152.5,0.26,0.82,0
24.7,9.5,123.6,0.29,0.21,0
42.8,51.3,123.9,0.03,1.87,1
9.6,8.5,152.3,0.22,0.46,0
6.4,15.1,147.9,0.26,0.79,0
10.8,14.0,152.5,0.2,0.4,0
9.2,8.1,121.8,0.28,0.41,0
86.1,46.2,240.5,0.15,0.79,1
74.5,33.3,228.0,0.08,2.78,1
11.8,2.2,164.1,0.32,0.38,0
14.6,9.8,96.1,0.32,0.36,0
64.8,49.8,226.6,0.12,0.27,1
53.6,64.5,285.5,0.18,2.45,1
87.8,36.7,205.2,0.06,3.03,1
14.7,5.0,127.9,0.24,0.56,0
