SoC,Internal_Res,Cycle_Count,DoD,Cell_Imbalance,Coulombic_Eff,Pol_Voltage,Stress_Index,Label_Health
98.7,50.0,0,89.64,0.0,98.07,0.04,0.0,0
72.7,50.0,2618,66.64,0.054,99.56,0.2,2.48,1
89.9,56.3,1575,83.19,0.095,98.32,0.18,1.48,1
85.6,50.0,1064,56.99,0.073,97.24,0.07,0.19,0
63.2,65.6,313,65.12,0.001,99.75,0.0,0.88,0
60.2,63.4,763,56.69,0.02,97.47,0.14,0.72,0
57.4,50.0,739,47.28,0.104,99.59,0.01,0.14,0
62.9,60.7,1133,62.89,0.043,97.67,0.08,1.44,0
75.3,84.7,1222,17.78,0.057,97.7,0.11,1.37,0
40.0,61.9,914,46.37,0.049,98.41,0.0,0.78,0
71.8,67.2,548,59.68,0.014,97.43,0.17,0.95,1
34.0,50.0,45,72.85,0.0,100.0,0.03,0.0,0
81.7,70.6,1025,10.35,0.0,97.77,0.03,1.21,0
29.7,137.8,1881,62.83,0.06,97.0,0.18,2.25,1
35.2,94.8,2350,69.95,0.016,97.63,0.12,1.74,1
93.7,56.6,0,33.97,0.0,98.08,0.04,0.0,0
14.1,60.1,0,59.73,0.038,97.22,0.0,0.12,0
19.0,62.6,331,28.47,0.0,99.82,0.19,0.48,0
92.2,56.5,753,21.0,0.0,95.94,0.04,0.24,0
17.1,91.1,1542,27.57,0.061,98.7,0.13,2.4,1
50.8,99.1,1455,72.5,0.044,97.66,0.18,2.37,1
94.9,93.7,1895,28.04,0.076,98.9,0.2,1.54,1
30.1,80.7,718,71.01,0.105,97.68,0.19,1.33,1
91.5,68.8,1714,39.75,0.034,99.01,0.27,0.92,1
44.0,66.8,639,56.63,0.0,98.88,0.09,0.39,0
62.2,104.3,443,13.42,0.082,100.0,0.11,0.57,1
61.7,85.0,1769,11.29,0.12,97.95,0.2,1.63,1
94.5,111.7,1574,33.8,0.041,97.92,0.12,2.28,1
27.9,50.0,0,52.25,0.0,97.77,0.08,0.0,0
77.6,80.4,1848,33.71,0.064,96.98,0.12,2.04,1
77.9,50.0,0,46.27,0.024,98.81,0.0,0.68,0
36.2,97.0,439,20.2,0.0,98.39,0.0,0.0,0
35.3,69.8,1037,71.06,0.046,100.0,0.1,0.73,0
95.1,77.6,1231,55.21,0.089,97.71,0.1,0.38,1
77.1,77.6,2276,70.1,0.063,96.8,0.14,2.02,1
62.2,132.8,2012,44.15,0.0,95.54,0.17,1.86,1
64.6,50.0,131,35.59,0.027,99.72,0.07,0.57,0
12.1,68.8,309,86.0,0.056,100.0,0.15,0.47,1
65.9,66.0,1651,11.53,0.0,99.48,0.0,2.5,0
59.6,61.2,0,74.87,0.018,98.77,0.06,0.28,0
82.2,61.6,1309,64.53,0.001,98.58,0.14,1.19,1
87.8,73.2,1063,56.27,0.028,99.13,0.11,1.64,1
61.1,50.0,737,86.6,0.133,97.63,0.1,1.48,0
51.9,89.8,1972,89.45,0.076,97.31,0.17,1.66,0
98.2,69.9,2386,16.2,0.043,98.37,0.1,2.37,1
93.0,80.2,0,48.61,0.037,96.31,0.07,0.36,0
81.1,107.3,521,35.99,0.096,97.78,0.0,0.45,0
46.4,72.5,1435,23.89,0.0,100.0,0.04,1.34,0
17.8,79.3,769,84.24,0.131,98.84,0.13,0.75,1
20.4,70.7,0,36.07,0.0,99.66,0.02,0.24,0
89.7,70.5,1290,62.72,0.075,95.89,0.18,2.19,1
35.0,95.6,1507,33.62,0.093,97.62,0.22,1.39,1
76.3,50.0,1212,63.69,0.001,99.54,0.08,1.65,1
50.7,54.1,109,27.82,0.037,99.66,0.03,0.0,0
77.4,75.7,1059,39.13,0.119,97.11,0.2,1.43,1
50.6,70.9,1149,48.94,0.0,97.27,0.15,1.17,1
34.8,71.3,645,35.53,0.104,96.17,0.04,1.53,1
71.6,100.7,1502,86.13,0.068,99.18,0.0,1.4,0
46.3,50.0,558,16.43,0.0,98.9,0.16,1.46,0
79.4,89.5,2001,76.15,0.156,98.98,0.19,3.22,1
55.6,98.5,1673,23.34,0.114,96.63,0.1,2.11,0
65.1,58.1,1597,75.65,0.114,97.72,0.21,1.75,1
10.9,76.1,1450,45.27,0.036,100.0,0.1,0.03,0
59.6,57.1,404,66.57,0.0,97.97,0.12,0.0,0
46.6,50.0,875,83.67,0.0,98.92,0.07,0.97,0
44.7,60.9,542,81.37,0.1,97.5,0.06,0.02,0
92.6,57.4,651,88.81,0.0,97.8,0.11,0.41,1
95.6,50.0,998,25.64,0.0,97.34,0.0,0.39,0
42.7,89.9,225,72.67,0.016,98.31,0.12,0.2,0
34.6,70.7,1100,61.81,0.0,97.99,0.0,1.2,0
14.7,50.0,200,19.02,0.01,98.95,0.13,0.03,0
93.8,80.9,2849,60.11,0.067,97.25,0.21,2.84,1
65.8,65.3,941,78.03,0.074,98.41,0.12,0.63,1
43.4,81.0,1508,10.85,0.09,99.93,0.14,1.57,1
87.0,103.9,1809,52.36,0.09,94.81,0.2,2.37,1
99.1,123.2,2013,11.55,0.077,97.27,0.23,1.29,1
19.2,57.6,1026,28.6,0.02,99.28,0.0,1.22,0
64.0,82.1,292,85.1,0.0,97.71,0.01,0.0,0
16.2,50.0,1516,69.16,0.038,96.22,0.06,1.32,1
97.3,85.7,1734,86.57,0.176,96.68,0.23,1.71,1
92.6,64.8,0,53.62,0.0,98.16,0.06,0.0,0
15.1,84.1,282,13.98,0.0,100.0,0.0,0.57,0
60.7,84.5,424,37.62,0.0,99.58,0.08,0.65,0
77.2,53.4,1031,54.13,0.01,99.25,0.04,1.33,0
12.9,50.0,585,84.8,0.019,97.69,0.08,0.65,0
80.1,61.3,1031,34.11,0.169,98.11,0.0,1.24,0
68.1,114.0,509,63.32,0.03,97.87,0.24,0.58,1
73.7,78.3,1012,41.24,0.067,98.62,0.12,1.17,1
46.3,59.8,1274,80.39,0.03,96.62,0.14,1.55,1
92.8,56.3,484,32.35,0.083,98.62,0.05,1.03,0
23.2,51.7,538,71.4,0.0,97.96,0.09,0.67,1
30.3,69.5,1656,46.2,0.136,97.59,0.16,0.99,1
71.9,89.9,1727,69.51,0.0,95.86,0.0,1.46,0
92.2,50.0,895,72.13,0.0,97.51,0.05,0.5,0
38.5,50.0,1386,68.57,0.0,97.8,0.1,0.95,1
33.0,50.0,619,73.13,0.0,98.6,0.07,0.29,0
30.8,90.0,1707,43.99,0.117,98.33,0.19,1.63,1
93.9,88.5,1659,55.6,0.026,98.49,0.16,2.78,1
45.9,77.5,399,73.47,0.063,98.77,0.08,0.7,1
83.2,81.0,1091,81.49,0.038,98.55,0.11,1.15,1
94.6,98.3,1129,30.52,0.108,98.91,0.09,1.5,0
14.3,81.0,1567,70.42,0.008,97.8,0.28,1.12,1
67.4,69.9,1044,17.93,0.06,98.66,0.11,1.48,0
21.8,74.2,1268,14.66,0.048,97.19,0.01,1.28,1
15.7,106.7,1424,67.62,0.118,98.13,0.12,2.21,1
34.6,77.1,713,65.69,0.0,97.33,0.3,0.94,1
69.0,84.1,2018,41.42,0.057,98.88,0.22,2.46,1
32.0,74.4,867,22.92,0.056,98.17,0.0,0.0,0
58.2,68.9,91,61.1,0.083,95.6,0.06,0.0,0
15.2,77.8,397,59.82,0.0,97.71,0.12,0.14,0
39.7,67.4,189,12.16,0.04,97.11,0.03,1.1,0
76.4,86.6,1937,32.79,0.035,99.11,0.12,2.22,1
68.1,73.5,0,24.0,0.0,97.34,0.0,0.0,0
36.3,86.6,1961,33.2,0.022,96.69,0.21,2.46,1
16.3,59.2,701,54.81,0.034,98.21,0.0,1.02,0
47.2,72.3,710,82.6,0.0,99.76,0.01,0.33,0
23.2,122.9,2107,42.59,0.128,98.15,0.16,1.81,1
83.0,81.3,2534,58.54,0.11,97.63,0.15,2.3,1
57.9,70.9,696,55.65,0.001,98.5,0.04,1.02,0
72.3,71.7,2522,17.14,0.069,98.43,0.25,2.26,1
54.3,50.0,0,66.28,0.05,98.56,0.05,0.83,0
99.0,63.0,322,40.48,0.074,98.96,0.07,0.0,1
98.0,56.8,1355,64.13,0.0,97.08,0.09,1.82,0
23.0,81.9,2200,40.64,0.1,97.01,0.22,2.63,1
43.6,123.9,896,65.09,0.004,99.17,0.05,1.04,0
62.3,63.1,812,57.79,0.14,97.37,0.13,0.92,1
27.1,50.0,985,49.46,0.016,96.12,0.2,0.31,0
42.3,68.8,1267,52.67,0.088,99.18,0.13,1.06,1
55.4,50.0,1193,37.21,0.0,97.35,0.0,1.35,0
23.7,117.6,2352,76.96,0.075,98.86,0.13,2.0,1
77.5,80.9,0,24.9,0.058,97.65,0.02,0.98,0
95.5,61.0,757,49.08,0.064,98.85,0.0,0.15,0
19.1,71.6,403,17.09,0.059,98.4,0.07,0.52,0
11.3,73.2,1312,58.49,0.016,97.31,0.15,1.74,1
78.0,50.0,967,83.23,0.008,98.63,0.15,0.97,0
65.4,77.6,113,26.7,0.029,99.24,0.1,0.38,0
46.5,54.4,1423,43.17,0.097,99.23,0.12,1.01,1
61.2,50.9,475,21.19,0.0,96.91,0.21,0.0,0
11.8,54.3,0,33.29,0.0,99.04,0.11,0.05,0
26.4,105.0,1517,16.37,0.0,97.72,0.16,1.42,1
93.6,88.1,434,64.85,0.032,99.0,0.05,0.91,0
29.0,50.0,0,30.8,0.093,97.2,0.0,0.0,0
35.3,77.5,726,73.03,0.056,96.2,0.06,0.88,0
25.2,50.0,782,24.78,0.0,97.62,0.07,0.64,0
93.5,84.6,937,71.66,0.023,99.21,0.18,1.2,1
89.5,71.6,2084,48.98,0.076,95.62,0.18,2.02,1
89.1,72.6,1867,24.35,0.041,100.0,0.16,2.31,1
37.1,57.3,628,82.67,0.067,97.72,0.23,1.47,1
60.8,50.0,0,81.16,0.0,97.85,0.13,0.18,0
70.6,100.6,1514,17.17,0.072,98.22,0.2,1.55,1
60.9,94.1,2668,17.25,0.083,99.61,0.15,2.65,1
79.9,50.0,0,34.56,0.042,99.66,0.0,0.0,0
77.2,51.7,250,84.35,0.0,98.19,0.01,0.78,0
83.1,62.2,325,68.44,0.018,100.0,0.02,0.4,0
98.5,50.0,1600,88.63,0.0,99.05,0.11,1.06,0
84.5,70.3,397,19.49,0.0,99.97,0.0,0.0,0
68.0,77.6,1332,15.82,0.049,99.44,0.18,0.66,0
48.7,70.5,1515,50.16,0.009,97.31,0.13,1.83,1
59.7,62.3,867,26.35,0.077,97.26,0.25,0.42,1
72.0,66.9,0,25.35,0.073,98.55,0.0,0.0,0
50.9,80.1,5,79.77,0.0,97.03,0.06,0.18,0
58.2,60.4,1590,84.36,0.09,96.96,0.15,1.34,1
76.0,72.5,1475,61.86,0.047,97.36,0.2,1.51,1
37.2,75.8,585,17.65,0.0,97.86,0.0,0.87,0
50.0,50.0,521,85.08,0.0,100.0,0.02,0.0,0
98.0,65.4,1611,53.84,0.055,97.98,0.23,2.53,1
28.5,81.3,2250,57.15,0.063,96.8,0.19,1.9,1
13.3,79.5,1125,50.03,0.078,98.03,0.07,0.96,0
85.8,56.7,21,54.5,0.042,98.07,0.12,0.0,0
25.1,74.3,2962,35.33,0.115,97.36,0.13,3.08,1
33.6,54.8,58,78.19,0.0,98.7,0.08,0.12,0
92.8,50.0,745,20.43,0.093,98.66,0.06,0.22,0
38.2,53.6,1247,76.22,0.113,96.23,0.23,1.16,1
24.5,103.5,1509,23.54,0.087,96.68,0.16,1.52,1
27.6,52.4,527,30.23,0.0,99.03,0.14,0.67,0
27.5,68.1,1165,24.35,0.072,97.71,0.13,0.72,1
70.9,50.0,308,48.6,0.033,98.84,0.0,0.53,0
87.1,79.7,220,15.25,0.091,98.81,0.07,0.58,0
65.5,89.3,222,34.38,0.019,98.81,0.13,0.76,0
35.1,98.7,1138,33.6,0.118,96.46,0.22,1.6,1
97.2,74.0,990,71.38,0.0,98.38,0.04,1.02,0
55.9,62.0,152,49.41,0.0,97.93,0.08,0.0,0
20.4,52.7,464,18.76,0.046,99.33,0.06,0.57,0
75.3,76.1,824,76.95,0.013,99.43,0.0,0.2,0
79.5,58.1,1751,83.83,0.001,98.71,0.12,1.38,1
69.4,66.9,54,26.25,0.0,99.66,0.09,0.28,0
81.1,74.1,246,29.36,0.044,98.51,0.12,0.0,0
62.6,130.6,2240,41.51,0.048,98.07,0.2,1.96,1
48.9,50.0,682,11.73,0.009,98.55,0.0,0.45,0
46.8,98.8,1443,75.4,0.0,97.85,0.01,1.1,0
26.4,50.0,0,34.74,0.0,98.84,0.04,0.0,0
42.0,86.6,1418,55.5,0.004,96.63,0.03,1.64,1
28.6,67.8,2191,49.15,0.088,97.66,0.16,2.83,0
82.6,80.0,1729,37.76,0.026,96.22,0.16,1.7,1
71.1,50.0,0,45.3,0.0,97.45,0.0,0.43,0
17.7,66.6,563,61.47,0.054,98.14,0.14,0.0,1
36.7,89.4,280,46.47,0.027,98.55,0.0,0.06,0
17.9,87.3,1386,66.61,0.055,95.79,0.11,1.65,1
79.0,102.1,688,33.75,0.017,98.53,0.12,1.05,1
50.0,72.7,837,20.89,0.057,98.1,0.19,0.18,1
72.5,52.4,1230,35.41,0.173,99.29,0.08,1.01,1
88.4,98.3,763,89.38,0.038,98.03,0.15,1.15,1
29.6,96.9,1791,56.26,0.121,97.46,0.16,1.49,1
41.0,61.3,1526,71.84,0.078,97.51,0.08,1.29,1
21.0,50.0,250,77.96,0.031,99.82,0.0,0.09,0
60.7,50.0,1786,78.84,0.0,97.66,0.11,2.08,1
14.1,71.2,1487,20.12,0.077,98.07,0.17,1.94,1
33.3,80.9,1650,14.74,0.125,98.72,0.21,1.49,1
37.9,67.5,289,86.43,0.028,98.58,0.0,0.0,0
43.2,80.7,437,75.7,0.039,98.11,0.02,0.23,0
95.2,102.8,2166,25.56,0.05,98.9,0.15,2.28,1
17.6,98.0,1235,85.57,0.083,95.74,0.12,1.99,1
29.6,58.3,209,36.97,0.0,98.37,0.07,0.07,0
39.5,69.0,0,24.5,0.041,97.2,0.13,0.55,0
31.4,50.0,21,29.37,0.03,99.67,0.02,0.15,0
57.1,93.6,1926,22.75,0.009,97.72,0.12,1.51,1
89.0,118.3,1608,16.24,0.079,97.15,0.16,2.32,1
73.3,82.4,1195,48.32,0.014,97.88,0.14,1.26,1
84.0,81.1,768,30.3,0.051,97.84,0.21,1.52,1
66.2,51.1,0,83.76,0.004,98.42,0.02,0.0,0
64.5,70.8,1674,76.29,0.069,97.65,0.14,0.73,1
81.9,66.9,0,10.19,0.064,99.45,0.01,0.02,0
67.3,74.1,1310,78.3,0.027,98.71,0.08,0.87,0
31.0,71.4,2054,54.09,0.0,97.13,0.14,2.1,1
92.5,50.0,348,33.33,0.0,99.36,0.05,0.78,0
53.9,67.9,1712,42.55,0.068,98.78,0.23,1.75,1
89.4,50.0,594,35.53,0.0,100.0,0.0,0.9,0
81.9,50.0,807,56.31,0.096,99.37,0.0,0.88,0
54.4,87.0,960,32.77,0.118,98.36,0.11,0.8,1
19.5,66.1,1417,32.68,0.08,96.03,0.13,1.29,1
88.1,58.2,295,11.98,0.0,99.46,0.0,0.43,0
73.2,56.3,1001,14.89,0.082,98.01,0.06,1.15,0
28.6,90.3,1489,46.67,0.115,97.41,0.13,1.45,0
68.5,61.6,1281,64.14,0.0,97.62,0.03,1.36,0
92.8,66.3,570,24.49,0.0,99.99,0.06,0.27,0
86.9,59.2,1223,77.94,0.028,98.63,0.1,1.61,0
82.3,50.0,0,29.42,0.001,99.67,0.05,0.0,0
11.8,104.5,910,27.69,0.09,99.37,0.04,1.18,0
10.5,108.5,1620,47.58,0.102,97.8,0.13,1.85,1
71.6,64.3,1623,75.44,0.022,98.14,0.13,1.44,1
62.8,87.8,1706,10.5,0.006,97.71,0.11,0.8,1
35.7,74.3,1564,28.09,0.092,98.76,0.19,2.35,1
84.1,64.0,614,33.24,0.04,96.92,0.0,0.03,0
99.5,50.0,1410,58.48,0.0,97.77,0.15,1.43,1
86.5,80.4,1157,59.53,0.02,98.62,0.05,1.1,0
41.3,64.9,0,51.02,0.095,99.48,0.13,0.12,1
19.6,56.5,455,78.34,0.0,98.42,0.02,0.19,0
13.4,148.2,1555,39.17,0.02,97.83,0.19,1.27,1
91.3,84.3,2122,79.85,0.0,98.86,0.24,2.72,1
23.6,109.7,1089,65.91,0.065,98.61,0.08,1.51,0
62.6,71.8,2595,45.27,0.121,96.77,0.13,2.98,1
21.9,108.6,1817,25.59,0.06,98.17,0.19,1.14,1
81.6,58.1,1011,55.08,0.086,98.47,0.08,1.45,1
10.6,87.4,848,49.08,0.01,97.72,0.04,0.02,0
79.2,120.3,1543,37.89,0.121,97.73,0.12,1.46,1
93.9,50.0,111,59.24,0.011,98.13,0.0,0.0,0
41.8,71.4,1511,42.74,0.044,97.85,0.14,1.03,1
54.0,104.8,457,87.07,0.0,97.88,0.05,0.0,1
74.7,50.0,0,19.5,0.06,98.11,0.03,0.0,0
67.4,52.1,463,45.04,0.022,98.23,0.17,0.0,0
43.3,58.3,579,38.84,0.0,97.04,0.0,0.62,0
84.7,69.5,409,53.67,0.0,97.87,0.06,0.23,0
12.6,51.9,1299,79.68,0.018,99.22,0.0,0.67,0
96.4,76.2,2048,87.45,0.122,96.77,0.13,2.36,1
39.8,74.2,1092,10.04,0.082,99.66,0.19,1.37,1
92.1,95.5,493,38.81,0.092,98.47,0.05,0.67,0
31.6,91.5,2376,14.11,0.098,98.65,0.16,2.35,1
72.6,78.8,943,46.9,0.09,97.89,0.15,1.31,1
45.6,67.2,1157,28.71,0.097,97.61,0.19,0.85,1
90.0,82.1,1473,20.25,0.076,96.18,0.14,1.56,1
45.2,78.0,1013,77.08,0.036,98.42,0.27,1.9,1
16.2,70.9,427,83.55,0.138,98.33,0.04,0.53,0
63.7,50.0,859,88.45,0.0,99.24,0.12,0.85,0
71.9,77.4,821,34.98,0.0,100.0,0.0,0.94,0
75.5,82.3,1373,47.6,0.078,98.87,0.1,0.61,1
83.3,60.4,0,45.74,0.0,99.18,0.03,0.0,0
41.5,67.1,1176,89.38,0.08,97.27,0.2,1.64,1
98.7,81.4,639,19.92,0.089,98.34,0.05,0.59,0
61.1,66.6,1535,60.88,0.09,98.06,0.16,1.92,1
41.5,83.5,1201,10.52,0.037,97.21,0.16,2.27,1
69.7,50.0,0,61.84,0.0,99.44,0.04,0.0,0
60.0,93.4,1028,48.77,0.021,97.88,0.17,0.11,1
94.5,50.0,162,14.43,0.133,99.61,0.05,0.79,0
42.7,80.2,319,19.28,0.074,97.4,0.06,1.06,0
35.8,96.3,1974,34.54,0.077,97.11,0.06,1.55,1
19.7,50.0,320,72.89,0.062,98.29,0.04,0.52,0
72.1,50.0,0,27.31,0.0,100.0,0.04,0.14,0
33.6,50.0,542,86.58,0.06,98.11,0.09,0.2,0
52.1,111.9,811,78.65,0.05,98.64,0.09,0.7,0
78.4,101.0,1621,70.32,0.076,98.6,0.17,2.22,1
52.2,86.6,91,61.51,0.071,98.75,0.0,0.0,0
35.6,65.6,1084,87.02,0.043,97.58,0.23,1.7,1
74.0,50.0,1383,56.2,0.121,96.99,0.15,0.91,1
91.6,63.7,2131,39.49,0.057,97.32,0.19,1.8,1
77.4,50.0,613,38.47,0.0,98.94,0.09,0.54,0
57.2,109.3,2094,89.94,0.17,98.02,0.24,1.56,1
89.2,62.5,1016,59.1,0.024,99.88,0.15,1.81,1
68.3,68.7,1933,59.63,0.072,97.36,0.08,1.95,1
13.8,111.4,1282,37.16,0.065,98.4,0.19,1.69,1
49.3,102.1,1692,17.68,0.03,95.89,0.14,1.91,1
44.1,86.1,683,49.29,0.032,97.45,0.17,0.68,1
74.9,55.0,106,76.52,0.061,98.65,0.14,0.92,0
63.2,59.8,325,37.5,0.0,100.0,0.04,0.32,0
84.1,50.6,264,63.25,0.056,98.42,0.0,0.0,0
46.9,63.7,1519,20.85,0.117,96.81,0.06,2.71,1
24.8,62.2,2100,79.64,0.062,95.86,0.08,1.54,1
53.7,50.0,611,48.7,0.0,97.43,0.12,0.02,0
23.9,78.0,2292,35.38,0.085,96.52,0.2,2.65,1
34.4,82.7,396,51.77,0.06,96.55,0.17,0.8,1
44.9,54.4,522,84.77,0.046,98.06,0.0,0.32,0
21.1,53.2,1202,88.05,0.032,99.78,0.0,1.18,0
13.1,50.0,1485,21.82,0.132,98.59,0.12,1.59,1
87.9,70.9,0,14.04,0.004,99.14,0.05,0.0,0
34.2,73.7,0,68.07,0.0,97.0,0.06,0.0,0
29.8,57.4,641,55.58,0.08,96.37,0.07,1.27,1
50.4,90.0,668,80.32,0.0,99.0,0.0,0.85,0
18.3,88.7,2216,14.73,0.077,99.87,0.12,2.61,1
30.3,58.3,1448,55.39,0.0,97.95,0.03,1.85,1
79.9,54.5,1370,87.49,0.117,99.08,0.05,2.06,0
32.3,93.4,982,36.77,0.0,98.21,0.19,1.12,1
94.3,86.7,1038,79.76,0.086,96.86,0.19,0.0,1
77.8,64.2,130,45.5,0.052,98.2,0.17,0.0,0
49.7,63.0,894,34.74,0.054,98.94,0.12,1.48,0
50.7,86.1,932,30.23,0.071,97.95,0.06,1.33,1
32.7,112.4,1475,41.24,0.0,97.14,0.01,1.23,1
79.3,76.8,1167,60.2,0.0,98.14,0.29,0.05,1
52.8,59.3,320,33.89,0.0,98.69,0.06,0.72,1
45.9,50.0,587,38.59,0.0,98.57,0.07,0.88,0
15.8,60.0,1107,69.64,0.129,98.64,0.05,1.72,1
60.0,90.3,1058,24.23,0.0,97.98,0.13,1.13,0
59.3,98.5,1865,71.86,0.08,97.53,0.2,0.82,1
65.3,61.4,0,82.31,0.0,98.36,0.0,0.17,0
43.7,76.8,2365,81.8,0.056,94.88,0.24,2.43,1
88.0,57.8,0,86.38,0.0,98.62,0.03,0.86,0
17.4,50.0,1014,56.52,0.047,98.8,0.0,0.65,0
99.5,50.0,568,21.85,0.024,98.67,0.06,0.2,0
83.8,67.9,2731,40.43,0.035,97.88,0.15,3.23,1
98.3,110.1,243,21.17,0.055,98.95,0.07,0.64,0
81.3,89.1,1520,10.19,0.057,98.01,0.09,1.6,1
98.8,114.1,1723,27.53,0.0,98.42,0.26,1.69,1
39.2,53.5,1147,72.74,0.0,99.13,0.22,1.31,1
20.9,50.0,464,71.31,0.051,99.61,0.11,0.2,0
36.4,79.3,1215,59.34,0.082,96.26,0.09,1.34,0
26.9,78.9,1869,81.3,0.061,98.1,0.04,1.96,1
72.6,50.0,593,59.1,0.049,96.91,0.06,1.44,0
24.8,53.7,534,25.92,0.051,99.41,0.0,0.32,0
62.1,82.4,1596,31.99,0.06,95.88,0.22,1.11,1
15.7,64.3,1909,43.73,0.099,99.09,0.11,1.41,1
53.5,101.4,2031,22.66,0.129,98.23,0.2,1.98,1
66.4,81.6,842,73.69,0.056,97.94,0.08,0.47,0
93.7,50.0,338,15.81,0.0,98.24,0.0,1.0,0
83.9,64.4,240,43.8,0.05,98.29,0.0,0.0,0
84.0,75.1,785,50.59,0.011,98.41,0.04,0.33,1
78.2,50.0,509,85.59,0.1,98.85,0.11,0.76,0
46.8,95.5,1571,77.83,0.086,98.17,0.08,0.61,1
40.9,50.0,645,29.87,0.067,98.22,0.02,1.19,0
98.7,96.3,1301,38.94,0.034,100.0,0.12,1.31,1
43.3,64.4,2394,20.57,0.006,97.87,0.14,2.08,1
33.6,71.2,909,49.84,0.0,98.52,0.12,1.16,0
98.9,77.2,1948,26.84,0.038,99.13,0.18,1.34,1
38.1,78.6,1600,43.02,0.0,97.24,0.22,0.94,1
14.2,73.5,2212,74.22,0.06,97.25,0.25,1.92,1
61.2,50.0,71,58.99,0.03,99.3,0.02,0.87,0
95.0,88.5,1283,41.83,0.08,96.67,0.13,0.67,1
26.6,50.0,1442,34.78,0.161,98.16,0.23,1.08,1
37.0,53.5,512,77.79,0.0,98.51,0.0,0.0,0
51.4,62.5,1722,71.02,0.043,99.63,0.3,0.87,1
92.4,60.8,1703,39.06,0.092,97.26,0.11,1.67,1
89.5,50.0,2034,75.73,0.15,97.2,0.22,1.37,1
28.8,106.3,945,71.99,0.041,96.86,0.19,1.3,1
33.4,76.9,738,57.0,0.098,96.18,0.17,0.74,1
54.0,82.4,1908,18.05,0.041,97.02,0.09,2.82,1
97.3,82.1,572,22.66,0.035,99.61,0.0,0.73,0
22.6,53.4,80,18.92,0.056,98.14,0.01,0.0,0
47.9,61.4,2299,18.75,0.022,96.67,0.18,1.84,1
84.6,65.2,1322,61.74,0.05,100.0,0.04,1.22,0
95.0,63.1,0,60.11,0.0,100.0,0.04,0.03,0
13.9,71.8,1307,41.17,0.0,98.63,0.12,1.21,1
47.0,55.8,765,16.89,0.046,99.71,0.07,0.8,0
52.3,121.6,1394,88.47,0.154,98.24,0.23,1.07,1
45.9,51.4,857,45.13,0.0,100.0,0.0,0.08,0
27.9,76.2,43,82.3,0.067,99.9,0.07,0.0,0
90.1,55.5,949,71.49,0.095,98.04,0.18,0.95,1
83.3,90.8,915,53.37,0.0,97.46,0.06,1.33,0
41.8,90.5,1793,76.16,0.0,97.23,0.3,1.53,1
43.1,97.5,2597,61.88,0.037,96.91,0.2,2.36,1
69.0,91.1,680,35.59,0.174,97.9,0.14,1.1,1
95.0,67.7,978,65.83,0.084,98.66,0.17,1.17,1
58.3,87.2,1882,50.74,0.015,96.79,0.21,1.9,1
83.5,90.6,1598,39.36,0.114,98.32,0.17,0.64,1
95.0,101.8,151,23.99,0.03,98.69,0.12,0.0,0
14.3,85.9,913,55.09,0.088,99.26,0.09,1.45,1
22.6,57.3,1079,74.78,0.006,98.64,0.13,0.42,0
95.1,54.6,1839,89.82,0.048,98.67,0.15,1.15,0
66.0,86.3,1770,19.17,0.037,98.45,0.26,1.16,1
75.8,64.8,1192,48.87,0.112,98.24,0.16,1.23,1
93.1,97.1,872,36.76,0.029,99.28,0.08,1.04,1
15.4,78.8,1407,24.89,0.091,98.85,0.14,1.52,1
54.1,70.0,619,60.27,0.0,98.28,0.04,0.28,0
40.2,85.3,1877,67.2,0.037,97.04,0.32,1.8,1
46.2,110.7,1859,30.82,0.082,97.61,0.19,1.22,1
76.6,94.9,1040,60.42,0.045,98.3,0.1,1.31,1
98.1,86.5,879,85.32,0.0,97.56,0.11,0.27,0
26.6,63.5,0,62.17,0.025,97.36,0.05,0.27,0
54.9,88.4,1655,58.87,0.077,98.85,0.17,1.49,1
43.8,84.0,2307,30.91,0.011,96.88,0.17,1.79,1
95.5,113.6,411,29.77,0.108,98.8,0.06,0.6,0
53.5,80.9,2143,20.2,0.102,98.02,0.21,1.94,1
44.4,50.0,1213,87.06,0.033,97.09,0.14,1.67,0
94.2,50.7,0,39.82,0.063,98.8,0.0,0.86,0
66.1,85.5,1040,21.2,0.06,97.35,0.12,0.39,1
18.9,50.0,6,24.32,0.0,98.94,0.07,0.0,1
89.7,50.0,1414,30.58,0.021,97.11,0.08,0.51,0
90.8,50.0,443,78.23,0.0,98.71,0.0,0.55,0
25.2,67.6,187,12.03,0.036,99.25,0.0,0.0,0
13.0,85.2,2041,84.72,0.0,97.85,0.16,1.93,1
64.9,78.3,1311,65.82,0.032,97.41,0.12,2.28,0
95.0,80.6,1404,87.64,0.044,98.27,0.22,0.34,1
70.2,55.3,19,84.31,0.001,98.66,0.12,0.0,0
45.8,78.0,23,50.17,0.0,100.0,0.0,0.01,0
94.4,64.5,0,40.33,0.06,98.58,0.11,0.67,0
78.4,50.0,1454,26.11,0.051,98.43,0.23,1.98,1
49.0,55.8,2277,74.53,0.028,96.67,0.1,1.56,1
84.0,81.2,320,78.44,0.028,100.0,0.06,0.68,0
46.1,50.0,0,71.92,0.0,98.79,0.0,0.0,0
61.4,58.5,534,55.73,0.0,98.43,0.05,0.74,0
29.7,89.2,1800,75.82,0.045,98.76,0.1,2.43,1
71.4,61.7,347,46.09,0.059,100.0,0.0,0.98,0
